amenities,area,bathrooms,bedrooms,description,link,ownership,price,property_age,property_type,reference,service_charge,size,tags,title,trakheesi_permit
"
                      Partly furnished,
Balcony,
Barbecue Area,
Built in Wardrobes,
Central A/C,
Children's Play Area,
Children's Pool,
Concierge,
Covered Parking,
Kitchen Appliances,
Lobby in Building,
Maid Service,
Pets Allowed,
Security,
Shared Gym,
Shared Pool,
Shared Spa,
Vastu-compliant,
View of Landmark,
View of Water,
Walk-in Closet",Gardenia Livings,2,"1
							","Azco Real Estate is pleased to offer this deluxe 1 Bedroom apartment in Gardenia Livings located in Arjan. The property size is 768 sq.ft. and it designs for your comfort and luxury.
PROPERTY FEATURES:
■ 1 Allocated Parking Space
■ Balcony
■ Fully Fitted Modern Kitchen
■ Built-in Wardrobes
■ Concierge Services
■ High-Quality Porcelain Tiled Flooring
■ Stone Countertops
■ European Sanitary Ware
■ Rooftop Outdoor Cinema
■ Smart AC system
■ Designated BBQ Area
■ Event Space
■ Rooftop Fitness Area
■ Located in the main Arjan park
PRICE AND PAYMENT PLAN DETAILS:
■ 03 Years Post-Handover
■ 10 % - on Booking
■ 10 % - 3 Months
■ 10 % - 7 Months
■ 10 % - 11 Months
■ 10 % - on Completion
■ 50 % - Over 03 Years Post-Handover
■ Completion Date will be in 2023 Q1
Gardenia Livings is situated in a lush green environment at the entrance to Dubai’s Arjan. Featuring breath-taking views, luxurious dining and living spaces, the definitive location for attractions, embodying a perfect lifestyle.
Visit azcorealestate.ae where you will find an extensive selection of properties available both for sale and for rent. Azco Real Estate also provides Holiday Homes, Property Management and Facility Management services too.
Buyers, Sellers, and Tenants can reach us anytime.
Thank you for Choosing Azco Real Estate!",/en/plp/buy/apartment-for-sale-dubai-greens-al-sidir-al-sidir-1-9211600.html,N/A,"
                                              700,000  AED
                                                                  ",N/A,"
			Apartment
		",JVCS-ROBIN-GARDENIA-1BR-5,N/A,"768
						sqft
															 / 
										71
						sqm",03 Yrs Post Handover| Courtyard View | Furnished,"
                Apartment for Sale in Gardenia Livings, Arjan              ",0560272560
"
                      Partly furnished,
Balcony,
Barbecue Area,
Built in Wardrobes,
Central A/C,
Children's Play Area,
Children's Pool,
Covered Parking,
Kitchen Appliances,
Maids Room,
Pets Allowed,
Private Garden,
Security,
Shared Gym,
Shared Pool,
Shared Spa,
Walk-in Closet",Jouri Hills,5,"4
									+
					Maid			","Jumeirah Golf Estate
Let life begin at Jouri Hills, a stylish enclave of 300 villas and townhouses all carefully designed to engage
and inspire. From three-bedroom townhouses to six-bedroom mansions, there are a range of living experiences to suit every lifestyle and every desire.
Each home is defined by contemporary architecture designed to make the most of natural light, with floor-to-ceiling windows, skylights and double-height spaces all combining to create a feeling
of lightness and relaxation.
*Payment Plan*
Price: 5,460,000 AED
►20% Down Payment + ►4% DLD
►40% During Construction
►40% On Handover June 2025
►Factsheets:
1. Wellfit gym
2. Entertainment Park
   a. Skate Park
   b. Children’s playground
   c. Amphitheater
   d. Football pitch
   e. Basketball court
   f. Padel tennis court
3. Two parks, which include a swimming pool and children’s playground
4. Looped jogging track
5. Looped cycling track
About US: 
Rekaz Properties is a group of professional and experienced real estate advisors. Customer service is our number one priority. We strive to provide a consistent superior level of service that surpasses clients’ expectations. We sincerely believe that direct and honest communication is the basis for any successful business relationship and pride ourselves on our client testimonials, we will assist you whether you are looking to rent, buy or sell property in UAE.",/en/plp/buy/apartment-for-sale-dubai-greens-al-sidir-al-sidir-1-9211600.html,N/A,"
                                              5,400,000  AED
                                                                  ",N/A,"
			Townhouse
		",AE131,N/A,"4,022
						sqft
															 / 
										374
						sqm",TH 4BR Corner | Big Plot | 20% DP | 2.5yrs PP | JG,"
                Townhouse for Sale in Jouri Hills, Jumeirah Golf Estates              ",1249827352
"
                      Furnished,
Balcony,
Barbecue Area,
Built in Wardrobes,
Central A/C,
Children's Play Area,
Children's Pool,
Covered Parking,
Kitchen Appliances,
Pets Allowed,
Private Garden,
Security,
Shared Gym,
Shared Pool,
Walk-in Closet",Zahra Apartments 2A,2,"2
							","Strada are proud to present this Fully furnished  Duplex apartment in Town Square Zahra Apartments, this contemporary apartment is bright and spacious and has an open kitchen lounge area and a downstairs powder room. The 2 large bedrooms are upstairs offering privacy from downstairs, this apartment not only offers a lovely cozy home with fantastic amenities but also would make a great investment and Air.
 -Property Details:
- 2 bedrooms
- 2 Bathrooms
- Size: 1,166 sq. ft.
- Built-in wardrobes
- Fully Furnished 
- Rented on Short term 
 - Community view
Amenities/Facilities:
 -  Basketball Court
 -  Central A/C - Gym
-  24 Hour Security
-   Shared Pool
-- Shopping outlets and retails
-  CCTV Cameras
For Further information to book a viewing please contact  Maria on +971585961422.",/en/plp/buy/villa-for-sale-dubai-tilal-al-ghaf-alaya-9211946.html,"
							Freehold
					","
                                              980,000  AED
                                                                  ","4 Years
			","
			Duplex
		",MV Town square ,N/A,"1,166
						sqft
															 / 
										108
						sqm",Fully Furnished | Vacant | 2 Bed Duplex ,"
                Duplex for Sale in Zahra Apartments 2A, Zahra Apartments              ",7125708179
"
                      Unfurnished,
Balcony,
Built in Wardrobes,
Covered Parking,
Pets Allowed,
Security,
Shared Gym,
Shared Pool,
Study",Al Sidir 1,3,"3
							","Betterhomes are proud to present this 3 bedroom apartment in the extremely high demand area of The Greens. This is the largest layout 3 bed and is commonly known as a three plus study due to the large open hallway. 
This property has just undergone a full renovation, including flooring, electrics, bathrooms and kitchen. 
- Vacant
- Two Parking's
- Large Balcony
- Pool Facing
- Chiller Free
- Great for Families
- Largest Layout 
- Upgraded Throughout 
- Vastu Compliant
- Cash Sale
To arrange a viewing, contact Josh our area specialist today.
The Greens in Dubai presents a wholesome communal environment offering a range of lifestyle amenities and a complete shopping centre within. Perfect for both singles and families, this community is a fully established neighbourhood featuring the residences set in lush greenery at an affordable price point.
Betterhomes
RERA ORN: 97
Address: Marina Plaza, 19th Floor, Dubai Marina
Office number: +97144090911
Email: customercare@bhomes.com
Website:  [link not available] ",/en/plp/buy/villa-for-sale-dubai-tilal-al-ghaf-alaya-9211946.html,N/A,"
                                              2,450,000  AED
                                                                  ",N/A,"
			Apartment
		",BHM-S-112719,N/A,"2,038
						sqft
															 / 
										189
						sqm",Upgraded | Vacant | Exclusive | Low Floor,"
                Apartment for Sale in Al Sidir 1, Al Sidir              ",7115073600
"
                      Unfurnished,
Balcony,
Kitchen Appliances,
Security",Escan Tower,3,"2
							","Brought to you by F&C Properties. This amazing and spacious 2 Bedroom Apartment is a partial Dubai Marina View is located in Dubai Marina - Escan Tower.
Property Details:
* Bedroom: 2
* Bathroom: 3
* Size:1169.18 sq. ft.
* Huge Balcony
* High Floor
* Upgraded
* Modern Design
* Modern Kitchen
* Ready to Move
Amenities and Features:
* Amazing Marina view
* Motivated seller
* Very modern high-end quality finish
* Access to state of the art gymnasium
* Access to the swimming pool
* Close to beach
* Close to metro and tram
* 24 hours grocery and pharmacy
* 24 hours security
* All restaurants and amenities nearby
About the Project:
Escan Marina Tower is one of the finest contemporary developments in this locality. Escan Marina Tower has 32 floors and four basement levels. This high-rise building consists of 397 complete residential properties that include studio, 1, 2 and 3-bed apartments.
 At F&C Properties, we are focused on providing only top-notch services whether it is sales, lease, or investment, our team has the right tools to keep our customers fully satisfied.
Complete one-stop solutions to every customized need.
Honoring our core values, integrity, and transparency, we strive to build a relationship based on trust with each customer.
Our Brokers are well trained and have extensive experience in the Real Estate market and will guide our clients all the way through until they are completely satisfied with our services.
F&C Properties is partnered with:
EMAAR Properties | DAMAC Properties | AZIZI | SOBHA Realty | SELECT Group
Contact us now for more information about this property!
-
For More Properties
Visit our Website
fandcproperties.ae
-",/en/plp/buy/villa-for-sale-dubai-tilal-al-ghaf-alaya-9211946.html,"
							Freehold
					","
                                              930,000  AED
                                                                  ","7 Years
			","
			Apartment
		",FC-S-LA-02253,"
				15.4
				AED
				per
				sqft
			","1,169
						sqft
															 / 
										109
						sqm",Partial Dubai Marina View | High Floor | Balcony,"
                Apartment for Sale in Escan Tower, Dubai Marina              ",7117660937
"
                      Unfurnished,
Balcony,
Central A/C,
Covered Parking,
Kitchen Appliances,
Pets Allowed,
Security,
Shared Gym,
Shared Pool,
View of Landmark",Binghatti Avenue,2,"1
							","THE ONLY THING THAT'S MISSING IN THIS PROPERTY, IS YOUR MAGIC TOUCH.
A brand new 706 sq.ft apartment in the heart of Dubai Healthcare City.
This property is well priced at AED 755,000. That means an amazing investment opportunity considering you are only 10 minute's drive from Downtown.
Its notable characteristics include:
- It's in brand new condition
- A sensational Downtown skyline view
- A large balcony
- 2 Bathrooms including 1 ensuite
- A brilliant L-shaped corner kitchen ‎
- High-end fittings
- A stunning swimming pool and gym
- A children's pool
- Basement car park: 1 bay
Binghatti Developers presenting new residences, Binghatti Avenue at Al Jaddaf in Dubai, offers a fine selection of 1, 2 & 3 bedroom apartments and townhouses laced with posh amenities. Primarily a residential development, it will come complete with all the essentials to help you access a cosmopolitan lifestyle.
Just visualize beginning your morning over breakfast with your loved ones in this place.
For more details please contact Natalia Young on +971555608843",/en/plp/buy/villa-for-sale-dubai-tilal-al-ghaf-alaya-9211946.html,"
							Leasehold
					","
                                              755,000  AED
                                                                  ","1 Year
			","
			Apartment
		",MCC-S-7985,N/A,"706
						sqft
															 / 
										66
						sqm",Luxurious Finish | Brand New | Large Balcony,"
                Apartment for Sale in Binghatti Avenue, Al Jaddaf              ",71292697519
"
                      Furnished,
Balcony,
Built in Wardrobes,
Central A/C,
Concierge,
Covered Parking,
Kitchen Appliances,
Maids Room,
Security,
Shared Gym,
Shared Pool,
Walk-in Closet",The Address Sky View Tower 1,5,"3
									+
					Maid			","Knight Frank are proud to exclusively present this 3 bedroom + maids duplex penthouse in the Address Sky Views, Sky Collection in Downtown Dubai. This duplex benefits from a full unobstructed view of the Burj Khalifa and Fountain, a large layout which is perfect for a family along with a study room / office. 
Features:
- 3 Bedrooms
- 5 Bathrooms
- BUA 4,417 sq ft
- Duplex penthouse
- Maids room
- Double height ceiling living room
- Additional family room 
- Fully furnished with designer custom made furnishings
- Additional study room / office
- Fully serviced with cleaning done twice a week
- Fully equipped kitchen
- Vacant on transfer
- Grand lobby for hotel and separate stunning lobby for residents
- Shared outdoor pool on the 54th floor, plus lobby level pool as well
- Gym, kids club, sauna, steam room, jacuzzi- award winning restaurants
Downtown Dubai is the city’s busy tourism hub, home to the towering Burj Khalifa skyscraper, with its observation deck, and the dancing Dubai Fountain, where crowds gather to watch music and light shows.
The sprawling Dubai Mall offers global fashion brands and casual eateries, while Emaar Boulevard has a chic cafe scene. The Dubai Opera hosts dance, opera and musicals in a striking dhow-shaped building.
If you would like more information or to arrange a viewing, please contact Shyam, our Knight Frank Downtown Dubai Specialist.",/en/plp/buy/apartment-for-sale-dubai-dubai-marina-elite-residence-9069629.html,"
							Freehold
					","
                                              19,200,000  AED
                                                                  ","4 Years
			","
			Duplex
		",kf-3660278,N/A,"4,417
						sqft
															 / 
										410
						sqm",Exclusive | Rare Duplex Penthouse | Largest size,"
                Duplex for Sale in The Address Sky View Tower 1, The Address Sky View Towers              ",7118033442
"
                      Unfurnished,
Balcony,
Built in Wardrobes,
Central A/C,
Concierge,
Covered Parking,
Kitchen Appliances,
Pets Allowed,
Security,
Shared Gym,
Shared Pool,
Walk-in Closet",Acacia,3,"2
							","Take a look at this idyllic park-fronting lateral apartment with a serene playground view that knows how to create a lasting impression.
This cracking bargain will be snapped up in a flash by farsighted investors that know how to spot a good deal.
Originally built by EMAAR
Vacant
Unfurnished
Superb condition
Low-rise 1,415.02 sq. ft floorplan
2 bedrooms ( 3 bathrooms that include 1 ensuite )
Kitchen
A discreet balcony
Living room
Floor-to-ceiling windows, marble flooring, walk-in closet, and built-in wardrobes
A community swimming pool
Basement car park ( 1 space )
A function room, a park, a jogging track, and a gym
On the market for AED 2,300,000. The real question is, are you able to recognize a good deal?
Come home to your choice of 1, 2 and 3-bedroom apartments overlooking the landscaped greens of the grand Dubai Hills Park with all its amenities.
This is Acacia at DUBAI HILLS ESTATE.
Contact +971585303386",/en/plp/buy/apartment-for-sale-dubai-dubai-marina-elite-residence-9069629.html,"
							Freehold
					","
                                              2,300,000  AED
                                                                  ","3 Years
			","
			Apartment
		",MCC-S-8253,N/A,"1,415
						sqft
															 / 
										131
						sqm",Pool and Park View | Vacant in Jan | View Today,"
                Apartment for Sale in Acacia, Park Heights              ",7122111174
"
                      Unfurnished,
Balcony,
Barbecue Area,
Built in Wardrobes,
Central A/C,
Children's Play Area,
Covered Parking,
Kitchen Appliances,
Maids Room,
Pets Allowed,
Private Garden,
Security,
Shared Gym,
View of Landmark,
Walk-in Closet",Jouri Hills,7,"5
									+
					Maid			","Villa Five Bedroom Jouri Hills 
Featuring superb contemporary design and an array of indoor and outdoor living and entertainment spaces, the Five Bedroom Jouri Hills Villa is a signficant lifestyle statement in its own right.
The use of smart technology and floorto-ceiling windows help to deliver the 
feeling of a truly modern lifestyle. 
This home features a master bedroom on the second floor with two terraces, as well as ensuite bathrooms for the four other bedrooms.
About the Property:
* Standalone Villa G+2
* Price : 7,800,000
* 5 Master Bedrooms ( Large Size )
* 7 Bathrooms
* Plot Size : 5,238 sq. ft.
* Built Up Area : 5,729 sq. ft.
* Smart Home Technology
*Large Terrace 
* Maid room
* Laundry Room
* Fully integrated branded kitchen
* 2 Parking bays
* 2 Large Family Living
LOCATION :
Proximity to prestigious locations
Jumeirah Golf Estates Club House 1.3km
Dubai Marina – 13km
Palm Jumeirah 19km
Emirates Mall 18 km
Burj Al Arab 23km
Dubai Mall 33km
Al Maktoum Airport 28km
Dubai Airport 47km
Payment plan :
20% Down Payment + 4% DLD
5% after 5 months
6% after 4 months
6% after 4 months
6% after 4 months
6% after 4 months
6% after 4 months
5% after 4 months
40% on completion
Handover June 2025
information about us
Rekaz Real Estate is a group of professional and experienced real estate advisors. Customer service is priority number one. We strive to provide a superior and consistent level of service that exceeds customer expectations. We sincerely believe that direct and honest communication is the basis of any successful business relationship and take pride in our clients' testimonials, we will assist you whether you are looking to rent, buy or sell a property in the UAE.",/en/plp/buy/apartment-for-sale-dubai-dubai-marina-elite-residence-9069629.html,N/A,"
                                              7,700,000  AED
                                                                  ",N/A,"
			Villa
		",Jouri 5BR,N/A,"5,729
						sqft
															 / 
										532
						sqm",5BR Villas for Sale |Dubai Golf Estate| Easy PP ,"
                Villa for Sale in Jouri Hills, Jumeirah Golf Estates              ",1249827352
"
                      Partly furnished,
Balcony,
Barbecue Area,
Built in Wardrobes,
Central A/C,
Children's Play Area,
Children's Pool,
Concierge,
Covered Parking,
Kitchen Appliances,
Lobby in Building,
Maid Service,
Pets Allowed,
Security,
Shared Gym,
Shared Pool,
Shared Spa,
Vastu-compliant,
View of Landmark,
View of Water,
Walk-in Closet",Gardenia Livings,3,"2
							","Azco Real Estate is pleased to offer this lavish 2 Bedroom apartment in Gardenia Livings located in Arjan. The property size is 836 sq.ft. and it designs for your comfort and luxury.
PROPERTY FEATURES:
■ 1 Allocated Parking Space
■ Balcony
■ Fully Fitted Modern Kitchen
■ Built-in Wardrobes
■ Concierge Services
■ High-Quality Porcelain Tiled Flooring
■ Stone Countertops
■ European Sanitary Ware
■ Rooftop Outdoor Cinema
■ Smart AC System
■ Designated BBQ Area
■ Event Space
■ Rooftop Fitness Area
■ Located in the main Arjan park
PRICE AND PAYMENT PLAN DETAILS:
■ 03 Years Post-Handover
■ 10 % - on Booking
■ 10 % - 3 Months
■ 10 % - 7 Months
■ 10 % - 11 Months
■ 10 % - on Completion
■ 50 % - Over 03 Years Post-Handover
■ Completion Date will be in 2023 Q1.
Gardenia Livings is situated in a lush green environment at the entrance to Dubai’s Arjan, that offers a lavish residential setting. Featuring breath-taking views, luxurious dining and living spaces, the definitive location for attractions, embodying a perfect lifestyle.
Visit azcorealestate.ae where you will find an extensive selection of properties available both for sale and for rent. Azco Real Estate also provides Holiday Homes, Property Management and Facility Management services too.
Buyers, Sellers, and Tenants can reach us anytime.
Thank you for Choosing Azco Real Estate!",/en/plp/buy/apartment-for-sale-dubai-dubai-marina-elite-residence-9069629.html,N/A,"
                                              962,056  AED
                                                                  ",N/A,"
			Apartment
		",JVCS-ROBIN-GARDENIA-2BR-5,N/A,"836
						sqft
															 / 
										78
						sqm",03 Years Post Handover| Garden View | Invest Now !,"
                Apartment for Sale in Gardenia Livings, Arjan              ",0560272560
,Springs 2,3,"2
							","SPRINGS 2 VILLA | TYPE 4M | NOT ROAD VIEWTo view today, call Tom Pashby on +971563618969.- Rare opportunity in Springs 2- Type 4M- 2 bedrooms plus study - 1,690 sq ft BUA- Back to back location- Walking distance to Dubai British School- Walking distance to communal pool/park- Agent: Thomas Pashby +971563618969- RERA BRN: No. 49464- Property reference WIL-S-5654- RERA Permit: 6914230100NEW to market - This is a rare opportunity to secure a Springs 2 Type 4M located far from the roads. Constructed by Arabtec, 2 bedroom villas in Springs 1 and 2 have a larger built up area than those in Springs 3-15; though there is no given measurement. It's fair to say the living room and guest bedroom are noticeably larger. This owner is motivated to sell and all documentation required for the sale is with the agent.To arrange a viewing please feel free to call Tom Pashby directly on +971563618969. We can also help with obtaining finance, can can arrange an impartial, non-obligatory mortgage consultation.",/en/plp/buy/apartment-for-sale-dubai-dubai-marina-elite-residence-9069629.html,N/A,"
                                              2,125,000  AED
                                                                  ",N/A,"
			Villa
		",WIL-S-5654,N/A,"1,690
						sqft
															 / 
										157
						sqm",SPRINGS 2 VILLA | TYPE 4M | NOT ROAD VIEW,"
                Villa for Sale in Springs 2, The Springs              ",6914230100
,Grand Bleu Tower,3,"2
							","Brought to you by F&C Properties. This amazing, spacious and luxurious 2 Bedroom Apartment is located in Dubai Harbour - EMAAR Beachfront - Grand Bleu Tower by Elie Saab Tower 2.
Property Details:
* Bedroom: 2
* Bathroom: 3
* Size: 1397.26 sq. ft.
* Balcony: 3
* Dubai Eye View
* Full Palm Island & Sea View
* Modern Design Unit
* Brand New
* Unfurnished
Amenities and Features:
* Built-in Wardrobes
* Covered Parking
* Central AC
* SPA
* Gym
* Swimming Pool
* 24/7 Security
* Direct Beach Access
* 5min away to Dubai marina mall
* 10min away to best schools and colleges
* 15min away to Mall of the Emirates
* 21min away to Dubai mall
* 26min away to DXB International Airport
About the Project:
Elie Saab Grand Bleu Tower, which is bringing to life a new waterfront landmark. Presenting Elie Saab at Emaar Beachfront an exclusive collection of luxury 1, 2, 3 bedroom residences and 4 bedroom penthouses which is situated at Dubai’s most spectacular Emaar beachfront, the tower is the first ELIE SAAB designer building in the world.
 At F&C Properties, we are focused on providing only top-notch services whether it is sales, lease, or investment, our team has the right tools to keep our customers fully satisfied.
Complete one-stop solutions to every customized need.
Our Brokers are well trained and have extensive experience in the Real Estate market and will guide our clients all the way through until they are completely satisfied with our services.
F&C Properties is partnered with:
EMAAR Properties | DAMAC Properties | AZIZI | SOBHA Realty | SELECT Group
Contact us now for more information about this property!
-
For More Properties
Visit our Website
fandcproperties.ae
-",/en/plp/buy/apartment-for-sale-dubai-dubai-marina-elite-residence-9069629.html,N/A,"
                                              6,300,000  AED
                                                                  ",N/A,"
			Apartment
		",FC-S-F-02275,N/A,"1,397
						sqft
															 / 
										130
						sqm",Full Sea View| Exclusive |High Floor |04 Type,"
                Apartment for Sale in Grand Bleu Tower, EMAAR Beachfront              ",0300058376
"
                      Unfurnished,
Balcony,
Built in Wardrobes,
Central A/C,
Maids Room,
Shared Pool,
View of Landmark,
Walk-in Closet",Villa Amalfi,5,"4
									+
					Maid			","Brought to you by Driven Properties, this 4 Bedroom Townhouse is located in Villa Amalfi, Jumeirah.
Unit Details:
  * Vacant
  * Sea view
  * Kitchen: Open and Fully Fitted
  * Bathrooms: 5
  * Parking: 3
  * BUA: 4767 sq. ft.
  * Furnished: No
Features:
  * Housetop patios
  * Shared pool
  * Maids room
  * Sauna
  * Upgraded interior
  * Children's play area
  * Restaurants
  * Tennis courts
  * Shops
Jumeirah Bay Island is a man-made island that represents one of the finest residential areas in Dubai developed by Meraas Development Company and offers a mixture of apartments and villas overlooking the coast of Jumeirah
Call our Business Bay office for more information or viewing on +97144297040 for out of office hours or weekends call +971553658402.
Ask us about:
  * Mortgage Advisory
  * Property Management
  * Holiday Homes
  * Interior Design
Visit our offices across Dubai's most popular communities including:
  * Business Bay
  * Dubai Creek Harbour
  * Jumeirah Village Circle
  * Dubai Hills Estate",/en/plp/buy/apartment-for-sale-dubai-dubai-marina-elite-residence-9069629.html,N/A,"
                                              Ask for price                                          ",N/A,"
			Townhouse
		",DPF-S-29988,N/A,"4,767
						sqft
															 / 
										443
						sqm",Premium 4 Bedroom+Maids | Close to Beach,"
                Townhouse for Sale in Villa Amalfi, Jumeirah Bay Island              ",65243286506
"
                      Furnished,
Balcony,
Barbecue Area,
Built in Wardrobes,
Central A/C,
Children's Play Area,
Children's Pool,
Covered Parking,
Kitchen Appliances,
Maid Service,
Maids Room,
Pets Allowed,
Private Garden,
Private Gym,
Private Jacuzzi,
Private Pool,
Security,
Study,
View of Landmark,
View of Water,
Walk-in Closet",Desert Leaf 4,7,"6
									+
					Maid			","Engage Properties has had the pleasure and opportunity to introduce to the market this beautifully well-maintained Desert Leaf 4 Villa in Al Barari for sale.
Your Home in the Wilderness!
- Vacant on Transfer
- 6 Bedrooms (Converted to 4 Bedrooms)
- 7 Bathrooms
- Large Basement With En-suite, Can Be Converted To Underground Entertainment Area Or Cinema
- Indoor Garage For 2 Cars
- Plus Built In Drivers Room/Maids Room
- Laundry Room 
- Dirty Kitchen 
- 3 Full Balconies Spread Across The Villa Front And Back Connected To Bedrooms
- Large Roof Terrace
- Immaculate Condition
- Best Location Within Al Barari
- Owner Occupied
- Vacant On Transfer
- Newly Painted Façade and Interior
- Fully maintained and serviced AC system 
Built Up Area: 14.5k sq. ft.
Plot Size: 12.5k sq. ft.",/en/plp/buy/apartment-for-sale-dubai-dubai-marina-elite-residence-9069629.html,N/A,"
                                              18,000,000  AED
                                                                  ",N/A,"
			Villa
		",Desert Leaf 4,N/A,"14,500
						sqft
															 / 
										1,347
						sqm",Exclusive Desert Leaf 4 Villa Fully Furnished ,"
                Villa for Sale in Desert Leaf 4, Desert Leaf              ",6527185800
"
                      Unfurnished,
Built in Wardrobes,
Central A/C,
Security,
Shared Gym,
Shared Pool,
Study,
View of Landmark,
View of Water,
Walk-in Closet",Burj Khalifa,3,"2
							","Seven Century Real Estate Brokers is Proud to offer this Unique 2 Bedroom Apartment for Sale in Tallest Building, Burj Khalifa, Dubai. The property is spread over 1,638 Sq.ft and has a Fountain View.
Property details:
■ 2 Bedroom
■ 2 Bathroom
■ 1 Guest bathroom
■ 1 Study Room
■ 1 Closet Room
■ Bright Living Rooms
■ Stunning & Modern Kitchen
■ Modern Finishing
■ Modern Design
■ Unique layout
Location details:
■ Near Dubai Mall
■ Near World Famous Restaurants
■ Near to Beautiful Parks
■ Heart of Dubai
Project Highlights:
■ World Tallest Building
■ Stunning Fountain views
■ Downtown Community
■ Big layout Unit
Amenities:
■ Gymnasium
■ Swimming Pool
■ Exclusive sky Lobbies
■ Fitness Facilities
■ 24/7 Security
PRICE DETAILS:
■ Sale Price: AED 4,800,000/-
For further details or to arrange a viewing appointment, Please contact Mr. Mr. Hani Sharifi - Property Consultant +971581000714.
Visit the seven-century real estate where you will find an extensive selection of properties available both for sale and for rent. seven-century Real Estate also provides Holiday Homes, Property Management, and Facility Management services too.
Buyers, Sellers, and Tenants can reach us anytime. Thank you for Choosing seven-century Real Estate!.",/en/plp/buy/apartment-for-sale-dubai-dubai-marina-elite-residence-9069629.html,N/A,"
                                              4,800,000  AED
                                                                  ",N/A,"
			Apartment
		",151-Ap-S-4847 BSC,N/A,"1,638
						sqft
															 / 
										152
						sqm",FOUNTINE VIEW | HIGH ROI | PANORAMIC,"
                Apartment for Sale in Burj Khalifa, Burj Khalifa Area              ",7121795400
"
                      Furnished,
Balcony,
Built in Wardrobes,
Central A/C,
Covered Parking,
Maids Room,
Shared Gym,
Shared Pool",Vida Residence Downtown,6,"5
									+
					Maid			","Brought to you by Driven Properties, this 5 Bedroom Penthouse is located in Vida Residence Downtown, Downtown Dubai.
Unit Details:
  * Rented until July 2021
  * High floor 
  * View: Burj Khalifa
  * Kitchen: Open and Fully Fitted
  * Bathrooms: 6
  * Total Area: 5,053 square feet
  * Furnished: Yes
Features:
  * Gymnasium
  * Maids room
  * Public park
  * Public transport
  * Shops
  * Restaurants
  * Shopping mall
  * Public parking
Downtown Dubai is the city’s busy tourism hub. A home to the towering Burj Khalifa skyscraper, with its observation deck, and the dancing Dubai Fountain where crowds gather to watch music and light shows.
Call our Business Bay office for more information or viewing on +97144297040 for out of office hours or weekends call +971553658402.
Ask us about:
  * Mortgage Advisory
  * Property Management
  * Holiday Homes
  * Interior Design
Visit our offices across Dubai's most popular communities including:
  * Business Bay
  * Dubai Creek Harbour
  * Jumeirah Village Circle
  * Dubai Hills Estate",/en/plp/buy/apartment-for-sale-dubai-dubai-marina-elite-residence-9069629.html,"
							Freehold
					","
                                              19,999,999  AED
                                                                  ","4 Years
			","
			Penthouse
		",DPF-S-29926,N/A,"5,053
						sqft
															 / 
										469
						sqm",Luxurious Penthouse w/ Burj Khalifa View,"
                Penthouse for Sale in Vida Residence Downtown, Downtown Dubai              ",7116754788
"
                      Unfurnished,
Balcony,
Built in Wardrobes,
Central A/C,
Concierge,
Shared Gym,
Shared Pool,
Study",Burj Khalifa,2,"1
							","Top Class Real Estate Offers Stunning Apartment for Sale in Downtown Dubai - Burj Khalifa Tower Property Details:Large Floor Plan 1 Bedroom + Study Room1.5 BathroomUpgraded Kitchen and BathroomBuilt-in WardrobesBUA: 1103 Sq. Ft.Community and Sea View1 ParkingConcierge servicesAccess to Tennis court, Indoor/outdoor swimming pool, Jacuzzi, GymIndoor/outdoor swimming pool24 hours’ Security SystemCommunal gardensHigh Speed ElevatorsCovered ParkingUnfurnishedBUA: 1103 sqft. Selling Price: AED 2,500,000/-Call Vishal Khubchandani 43611 on +971544082000 / +97143388745 or visit  [link not available] for further detailsBurj Khalifa serves as an anchor to the Downtown Dubai community, creating a tangible link between the tower and the community. Downtown Dubai is a multicultural area that brings the best of the Arab and Western worlds together, offering something for everyone. The neighborhood is home to quite a few residential apartment buildings and villas surrounding Burj Khalifa's location.Nearby to Downtown Dubai:Supermarket (West Zone Fresh Supermarket, Al Maya Supermarket, Lulu Express)Mosque (Al Ghafoor Mosque)Schools (Blossom Nursery, Babilou Downtown, International Horizons College)Hospital (MediClinic)Restaurant (Armani Amal, The Restaurant At Address Boulevard,3 in 1)Metro Station (Burj Khalifa/ Dubai Mall, Business Bay, Financial Centre, Emirates Towers) Shopping Malls (Dubai Mall)Company name: Top Class Real Estate Broker LLCRERA ORN: 509 Address: Office 808, Onyx Tower 1, The Greens, Dubai Office phone no: +97143388745Primary email: info@tcre.aeWebsite:  [link not available] ",/en/plp/buy/apartment-for-sale-dubai-dubai-marina-elite-residence-9069629.html,N/A,"
                                              2,500,000  AED
                                                                  ",N/A,"
			Apartment
		",TPL-S-3338,N/A,"1,103
						sqft
															 / 
										102
						sqm",1+Study|Upgraded Kitchen & Bathroom|Sea View,"
                Apartment for Sale in Burj Khalifa, Burj Khalifa Area              ",7121899500
